size,stones,score_komi,score_neural,winrate_komi
19,BA1 BA19,-7.0,-6.46868064,0.489420468
19,BA1 BB2,2.0,1.44104346,0.511118779
19,BA1 BB3,3.0,2.35440031,0.499021073
19,BA1 BB4,4.0,3.56843002,0.514723669
19,BA1 BB5,4.0,3.76848223,0.516494924
19,BA1 BB6,4.0,3.36495487,0.487659223
19,BA1 BB7,3.5,3.04692502,0.505787329
19,BA1 BB8,3.5,2.83187782,0.493088192
19,BA1 BB9,3.5,2.73228383,0.485901458
19,BA1 BB10,3.5,2.88617315,0.493756605
19,BA1 BB11,3.5,3.12506023,0.507575609
19,BA1 BB12,3.5,3.20583403,0.515083816
19,BA1 BB13,3.5,3.33982618,0.522204263
19,BA1 BB14,3.5,3.23554198,0.520678621
19,BA1 BB15,4.0,3.81387416,0.516568149
19,BA1 BB16,4.0,3.43903398,0.501724933
19,BA1 BB17,3.0,2.60476491,0.512364054
19,BA1 BB18,1.5,0.990841193,0.493014063
19,BA1 BB19,-2.5,-1.87123395,0.493846323
19,BA1 BC3,5.5,5.43941759,0.496160399
19,BA1 BC4,6.0,6.03823221,0.482096914
19,BA1 BC5,5.5,5.61121665,0.495775291
19,BA1 BC6,5.0,5.07074867,0.506601252
19,BA1 BC7,4.5,4.52345909,0.518945403
19,BA1 BC8,5.0,4.66138036,0.480117737
19,BA1 BC9,5.0,4.63386278,0.47797249
19,BA1 BC10,5.0,4.94464298,0.490867895
19,BA1 BC11,5.0,4.99396933,0.497918686
19,BA1 BC12,5.0,4.98690093,0.496316819
19,BA1 BC13,5.0,4.69104073,0.479329492
19,BA1 BC14,5.0,5.03765733,0.505110312
19,BA1 BC15,5.5,5.71963718,0.501972423
19,BA1 BC16,6.0,5.93478808,0.479197095
19,BA1 BC17,5.5,5.7783776,0.512149721
19,BA1 BC18,3.0,2.55300737,0.513290635
19,BA1 BC19,-2.5,-1.65520664,0.517939895
19,BA1 BD4,6.0,6.11557261,0.491519752
19,BA1 BD5,5.5,5.64549923,0.510942876
19,BA1 BD6,5.0,4.92931654,0.503269893
19,BA1 BD7,5.0,4.61754622,0.476469978
19,BA1 BD8,5.0,4.80669593,0.480393403
19,BA1 BD9,5.0,4.82238997,0.478588326
19,BA1 BD10,5.0,5.02934739,0.491989446
19,BA1 BD11,5.0,5.052622,0.495171678
19,BA1 BD12,5.0,4.91660296,0.496010104
19,BA1 BD13,5.0,5.04537996,0.496368339
19,BA1 BD14,5.0,5.0631673,0.512140301
19,BA1 BD15,5.5,5.80854988,0.509349786
19,BA1 BD16,6.0,6.00458792,0.480668367
19,BA1 BD17,5.5,5.90314111,0.523625326
19,BA1 BD18,4.0,3.29676948,0.497087562
19,BA1 BD19,-1.5,-0.979746727,0.505705043
19,BA1 BE5,5.0,4.69898186,0.480420598
19,BA1 BE6,4.5,4.5836633,0.514368763
19,BA1 BE7,4.5,4.59970375,0.514150799
19,BA1 BE8,4.5,4.66007824,0.519317799
19,BA1 BE9,4.5,4.74846785,0.518314517
19,BA1 BE10,4.5,4.81007614,0.518880398
19,BA1 BE11,4.5,4.80352101,0.524079808
19,BA1 BE12,5.0,4.82943604,0.480099479
19,BA1 BE13,4.5,4.80985739,0.522403869
19,BA1 BE14,4.5,4.6598517,0.515544946
19,BA1 BE15,5.0,4.83243572,0.485697065
19,BA1 BE16,5.5,5.77948227,0.507565812
19,BA1 BE17,5.5,5.69109425,0.500116946
19,BA1 BE18,4.0,3.70152794,0.505444878
19,BA1 BE19,-1.5,-0.979538867,0.499000115
19,BA1 BF6,4.5,4.5895891,0.521072553
19,BA1 BF7,5.0,4.81836422,0.476122613
19,BA1 BF8,5.0,4.803468,0.475988527
19,BA1 BF9,4.5,4.84128206,0.522585671
19,BA1 BF10,4.5,4.83451126,0.519987951
19,BA1 BF11,4.5,4.82677262,0.520306215
19,BA1 BF12,4.5,4.76290803,0.522575145
19,BA1 BF13,4.5,4.73989774,0.522468341
19,BA1 BF14,4.5,4.59076946,0.514460369
19,BA1 BF15,4.5,4.6993047,0.5184557
19,BA1 BF16,5.0,4.89840472,0.501924137
19,BA1 BF17,5.0,5.0623823,0.50532548
19,BA1 BF18,4.0,3.36427101,0.484866789
19,BA1 BF19,-1.5,-0.974055798,0.493015865
19,BA1 BG7,5.0,4.85199007,0.478354374
19,BA1 BG8,4.5,4.89391796,0.52420216
19,BA1 BG9,4.5,4.87690456,0.524307487
19,BA1 BG10,4.5,4.87601324,0.522123168
19,BA1 BG11,4.5,4.85107883,0.52100111
19,BA1 BG12,4.5,4.8517543,0.52295252
19,BA1 BG13,5.0,4.8254555,0.476050833
19,BA1 BG14,5.0,4.8187309,0.479520186
19,BA1 BG15,5.0,4.81909113,0.476811487
19,BA1 BG16,5.0,4.94641305,0.493658234
19,BA1 BG17,4.5,4.62762411,0.523118356
19,BA1 BG18,3.5,3.13268053,0.510912042
19,BA1 BG19,-2.0,-1.10675521,0.514680164
19,BA1 BH8,5.0,4.86374593,0.475619189
19,BA1 BH9,4.5,4.86315464,0.522063992
19,BA1 BH10,4.5,4.87836139,0.521281543
19,BA1 BH11,4.5,4.90529079,0.523353057
19,BA1 BH12,4.5,4.86507409,0.523751157
19,BA1 BH13,5.0,4.86435963,0.477326355
19,BA1 BH14,5.0,4.85205314,0.478707672
19,BA1 BH15,5.0,4.79059716,0.48057306
19,BA1 BH16,5.0,4.86023293,0.491575301
19,BA1 BH17,5.0,4.8552983,0.490112846
19,BA1 BH18,3.5,3.04888907,0.504959952
19,BA1 BH19,-1.5,-1.07702383,0.487192918
19,BA1 BJ9,5.0,4.8510141,0.478896159
19,BA1 BJ10,5.0,4.88424224,0.477079476
19,BA1 BJ11,5.0,4.87742357,0.47754524
19,BA1 BJ12,5.0,4.88227309,0.478241479
19,BA1 BJ13,5.0,4.9030815,0.481119443
19,BA1 BJ14,5.0,4.88565485,0.479605333
19,BA1 BJ15,5.0,4.79539202,0.475205026
19,BA1 BJ16,5.0,4.96907793,0.491622198
19,BA1 BJ17,5.0,4.84641108,0.489427924
19,BA1 BJ18,3.5,2.94517073,0.496151048
19,BA1 BJ19,-1.5,-1.14480978,0.483638526
19,BA1 BK10,5.0,4.91607853,0.480693953
19,BA1 BK11,5.0,4.89774077,0.48177487
19,BA1 BK12,5.0,4.94807582,0.482195208
19,BA1 BK13,5.0,4.88464787,0.482447147
19,BA1 BK14,5.0,4.87401664,0.478256633
19,BA1 BK15,5.0,4.82709956,0.475203877
19,BA1 BK16,5.0,5.0373983,0.495258945
19,BA1 BK17,5.0,4.98422327,0.496650314
19,BA1 BK18,3.5,3.01680239,0.499124586
19,BA1 BK19,-2.0,-1.17811052,0.51789855
19,BA1 BL11,5.0,4.92436223,0.483654489
19,BA1 BL12,5.0,4.91522279,0.48510531
19,BA1 BL13,5.0,4.88892215,0.486586429
19,BA1 BL14,5.0,4.86439052,0.482926693
19,BA1 BL15,5.0,4.82187944,0.479832967
19,BA1 BL16,5.0,4.93494198,0.490573204
19,BA1 BL17,5.0,4.80959094,0.486243654
19,BA1 BL18,3.5,2.90720684,0.493766725
19,BA1 BL19,-1.5,-1.12816085,0.484614319
19,BA1 BM12,5.0,4.90351675,0.48735352
19,BA1 BM13,5.0,4.86511994,0.488758691
19,BA1 BM14,5.0,4.86816522,0.486978185
19,BA1 BM15,5.0,4.81433043,0.483693807
19,BA1 BM16,5.0,4.88419912,0.494710829
19,BA1 BM17,5.0,4.86131498,0.487700411
19,BA1 BM18,3.5,3.0274287,0.50010499
19,BA1 BM19,-1.5,-1.09662655,0.486020649
19,BA1 BN13,5.0,4.8320579,0.489935533
19,BA1 BN14,5.0,4.82808673,0.487494355
19,BA1 BN15,5.0,4.83348495,0.480148388
19,BA1 BN16,5.0,4.90538781,0.495697607
19,BA1 BN17,4.5,4.60246697,0.520786859
19,BA1 BN18,3.5,3.22693277,0.513801874
19,BA1 BN19,-2.0,-1.14385959,0.51386733
19,BA1 BO14,4.5,4.65472006,0.520230703
19,BA1 BO15,5.0,4.72574955,0.479336579
19,BA1 BO16,5.0,5.02275834,0.50395629
19,BA1 BO17,5.0,4.91717056,0.500858024
19,BA1 BO18,4.0,3.40277571,0.484534147
19,BA1 BO19,-1.5,-0.996984996,0.495157635
19,BA1 BP15,5.0,4.86751375,0.489258957
19,BA1 BP16,5.5,5.82454011,0.515280618
19,BA1 BP17,5.5,5.58099655,0.504374941
19,BA1 BP18,4.0,3.80902528,0.518119809
19,BA1 BP19,-1.5,-0.982856996,0.49909733
19,BA1 BQ16,6.0,5.96344529,0.479317647
19,BA1 BQ17,6.0,5.98388178,0.483476925
19,BA1 BQ18,4.0,3.41523972,0.504634941
19,BA1 BQ19,-1.5,-1.01598633,0.503923703
19,BA1 BR17,5.5,5.65487591,0.508191297
19,BA1 BR18,3.0,2.63022101,0.520114723
19,BA1 BR19,-2.0,-1.69275659,0.479643924
19,BA1 BS18,1.5,0.958513657,0.491190941
19,BA1 BS19,-2.5,-1.8562885,0.497323832
19,BA1 BT19,-7.0,-6.42827597,0.484099831
19,BA1 WA2,3.0,2.27878251,0.511251067
19,BA1 WA3,2.0,1.30809385,0.492969763
19,BA1 WA4,1.0,0.664610568,0.501165156
19,BA1 WA5,1.0,0.730868323,0.508018731
19,BA1 WA6,1.0,0.805827045,0.515365092
19,BA1 WA7,1.5,0.954397257,0.500344668
19,BA1 WA8,1.5,0.978669234,0.50426955
19,BA1 WA9,1.5,0.929851432,0.499731987
19,BA1 WA10,1.5,0.892575357,0.496003998
19,BA1 WA11,1.5,0.907074718,0.495651201
19,BA1 WA12,1.5,0.878331231,0.494726059
19,BA1 WA13,1.5,0.941026084,0.499929551
19,BA1 WA14,1.0,0.782743286,0.515259811
19,BA1 WA15,1.0,0.738566032,0.509154277
19,BA1 WA16,1.0,0.84851504,0.506632893
19,BA1 WA17,2.0,1.46166078,0.498133843
19,BA1 WA18,2.5,1.52404653,0.484942771
19,BA1 WA19,6.5,6.21907415,0.491426304
19,BA1 WB2,-2.5,-1.58566677,0.514723892
19,BA1 WB3,-3.5,-2.98968993,0.488039613
19,BA1 WB4,-4.5,-3.8672901,0.482290586
19,BA1 WB5,-4.5,-3.93634739,0.495932641
19,BA1 WB6,-4.5,-3.88270811,0.507371139
19,BA1 WB7,-4.0,-3.70837687,0.481653077
19,BA1 WB8,-4.0,-3.56506565,0.486607586
19,BA1 WB9,-4.0,-3.48633443,0.498408093
19,BA1 WB10,-4.0,-3.6012625,0.489418537
19,BA1 WB11,-4.0,-3.55419129,0.500186989
19,BA1 WB12,-4.0,-3.69281835,0.493614446
19,BA1 WB13,-4.0,-3.78859516,0.483700528
19,BA1 WB14,-4.0,-3.7011856,0.484264056
19,BA1 WB15,-4.5,-4.17079538,0.48335512
19,BA1 WB16,-4.5,-3.86268076,0.492902595
19,BA1 WB17,-3.5,-2.93461918,0.496628407
19,BA1 WB18,-1.5,-1.17376942,0.484968282
19,BA1 WB19,2.5,1.57420244,0.48524745
19,BA1 WC3,-6.5,-6.12297953,0.484323408
19,BA1 WC4,-7.0,-6.5407314,0.507621576
19,BA1 WC5,-6.5,-6.031701,0.50299269
19,BA1 WC6,-6.0,-5.7983308,0.494278727
19,BA1 WC7,-5.5,-5.27814465,0.492221167
19,BA1 WC8,-5.5,-5.2324168,0.48161712
19,BA1 WC9,-5.5,-5.35047818,0.481868864
19,BA1 WC10,-6.0,-5.39660016,0.509418388
19,BA1 WC11,-5.5,-5.38200789,0.481259416
19,BA1 WC12,-5.5,-5.41246919,0.478473545
19,BA1 WC13,-5.5,-5.19208452,0.504544099
19,BA1 WC14,-6.0,-5.4104941,0.516555259
19,BA1 WC15,-6.5,-6.05563538,0.504591412
19,BA1 WC16,-6.5,-6.18360356,0.479410438
19,BA1 WC17,-6.5,-6.01782585,0.501934011
19,BA1 WC18,-3.5,-2.917836,0.4959162
19,BA1 WC19,2.0,1.48146432,0.497979277
19,BA1 WD4,-7.0,-6.32862402,0.509003871
19,BA1 WD5,-6.5,-6.23706351,0.492377321
19,BA1 WD6,-6.0,-5.2918239,0.510080356
19,BA1 WD7,-5.5,-5.38530972,0.479041268
19,BA1 WD8,-5.5,-5.14292681,0.49061183
19,BA1 WD9,-5.5,-5.30596294,0.483659647
19,BA1 WD10,-6.0,-5.43884082,0.510415357
19,BA1 WD11,-5.5,-5.45136728,0.48087368
19,BA1 WD12,-5.5,-5.28215671,0.482743535
19,BA1 WD13,-5.5,-5.43967166,0.484323412
19,BA1 WD14,-6.0,-5.40273915,0.501595226
19,BA1 WD15,-6.5,-6.13755201,0.502326917
19,BA1 WD16,-6.5,-6.27048997,0.477560548
19,BA1 WD17,-6.5,-6.15813306,0.483906942
19,BA1 WD18,-4.5,-3.65711455,0.500256177
19,BA1 WD19,1.0,0.847448285,0.512965968
19,BA1 WE5,-5.5,-5.20657565,0.489969346
19,BA1 WE6,-5.5,-5.19902299,0.504307504
19,BA1 WE7,-5.5,-5.25585402,0.498064259
19,BA1 WE8,-5.5,-5.1608665,0.503968318
19,BA1 WE9,-5.5,-5.233135,0.50479424
19,BA1 WE10,-5.5,-5.24803204,0.501495157
19,BA1 WE11,-5.5,-5.24015836,0.501356094
19,BA1 WE12,-5.5,-5.25000792,0.495899486
19,BA1 WE13,-5.5,-5.23898241,0.504178208
19,BA1 WE14,-5.5,-5.11038115,0.509223691
19,BA1 WE15,-5.5,-5.27316372,0.49057663
19,BA1 WE16,-6.5,-6.13083744,0.497992132
19,BA1 WE17,-6.5,-6.03329089,0.504318622
19,BA1 WE18,-4.5,-4.06469827,0.500384271
19,BA1 WE19,1.0,0.804111852,0.516247173
19,BA1 WF6,-5.5,-5.08208123,0.503772916
19,BA1 WF7,-5.5,-5.34588327,0.490441632
19,BA1 WF8,-5.5,-5.28763005,0.493947157
19,BA1 WF9,-5.5,-5.30585734,0.495938141
19,BA1 WF10,-5.5,-5.27427539,0.500009783
19,BA1 WF11,-5.5,-5.27008023,0.497799521
19,BA1 WF12,-5.5,-5.27430789,0.496256878
19,BA1 WF13,-5.5,-5.20836821,0.495564533
19,BA1 WF14,-5.5,-4.98563843,0.510523262
19,BA1 WF15,-5.5,-5.12924432,0.507191742
19,BA1 WF16,-6.0,-5.29154277,0.513373496
19,BA1 WF17,-6.0,-5.40571034,0.520677573
19,BA1 WF18,-4.5,-3.79078228,0.513663041
19,BA1 WF19,1.5,0.905665804,0.492248272
19,BA1 WG7,-5.5,-5.39980256,0.486881258
19,BA1 WG8,-5.5,-5.39268964,0.489803052
19,BA1 WG9,-5.5,-5.35347456,0.492649317
19,BA1 WG10,-5.5,-5.34583621,0.492107615
19,BA1 WG11,-5.5,-5.30528778,0.492917932
19,BA1 WG12,-5.5,-5.28640636,0.492050918
19,BA1 WG13,-5.5,-5.3231031,0.492139301
19,BA1 WG14,-5.5,-5.22920748,0.493283394
19,BA1 WG15,-5.5,-5.22587511,0.500233701
19,BA1 WG16,-5.5,-5.35306065,0.482917303
19,BA1 WG17,-5.5,-5.0636908,0.510355025
19,BA1 WG18,-4.0,-3.52361078,0.498641354
19,BA1 WG19,1.5,1.01904828,0.506474098
19,BA1 WH8,-5.5,-5.38608122,0.489237011
19,BA1 WH9,-5.5,-5.40677587,0.487948308
19,BA1 WH10,-5.5,-5.31916044,0.489490477
19,BA1 WH11,-5.5,-5.36917509,0.491755437
19,BA1 WH12,-5.5,-5.36105339,0.490982748
19,BA1 WH13,-5.5,-5.31180667,0.490158676
19,BA1 WH14,-5.5,-5.28441169,0.490799001
19,BA1 WH15,-5.5,-5.20442876,0.496664792
19,BA1 WH16,-5.5,-5.18813755,0.483417777
19,BA1 WH17,-5.5,-5.22600165,0.491654344
19,BA1 WH18,-4.0,-3.48638586,0.499291742
19,BA1 WH19,1.5,0.978711387,0.501594303
19,BA1 WJ9,-5.5,-5.33481515,0.488147618
19,BA1 WJ10,-5.5,-5.39651339,0.486972398
19,BA1 WJ11,-5.5,-5.41319147,0.488202732
19,BA1 WJ12,-5.5,-5.38860903,0.48645086
19,BA1 WJ13,-5.5,-5.37229708,0.487495198
19,BA1 WJ14,-5.5,-5.32655285,0.491664885
19,BA1 WJ15,-5.5,-5.25737379,0.499045534
19,BA1 WJ16,-5.5,-5.32839171,0.481904371
19,BA1 WJ17,-5.5,-5.26561192,0.491137709
19,BA1 WJ18,-4.0,-3.40519675,0.503642498
19,BA1 WJ19,1.5,0.952005305,0.498878671
19,BA1 WK10,-5.5,-5.31437283,0.484535786
19,BA1 WK11,-5.5,-5.40442502,0.483884141
19,BA1 WK12,-5.5,-5.37528633,0.484782857
19,BA1 WK13,-5.5,-5.40124535,0.486194126
19,BA1 WK14,-5.5,-5.33542253,0.493093897
19,BA1 WK15,-5.5,-5.25798965,0.497788176
19,BA1 WK16,-6.0,-5.40022109,0.521676072
19,BA1 WK17,-5.5,-5.3618992,0.483244324
19,BA1 WK18,-4.0,-3.50256422,0.500098508
19,BA1 WK19,1.5,0.94627487,0.500523399
19,BA1 WL11,-5.5,-5.38519756,0.482825136
19,BA1 WL12,-5.5,-5.44633365,0.483773632
19,BA1 WL13,-5.5,-5.39908262,0.48396957
19,BA1 WL14,-5.5,-5.34120448,0.489671222
19,BA1 WL15,-5.5,-5.26183134,0.498861591
19,BA1 WL16,-5.5,-5.32532201,0.487629135
19,BA1 WL17,-5.5,-5.25061975,0.495973364
19,BA1 WL18,-4.0,-3.37217254,0.511536777
19,BA1 WL19,1.5,0.937414362,0.497073016
19,BA1 WM12,-5.5,-5.33397095,0.483594612
19,BA1 WM13,-5.5,-5.36595917,0.484476866
19,BA1 WM14,-5.5,-5.31032908,0.48818893
19,BA1 WM15,-5.5,-5.25468119,0.497477935
19,BA1 WM16,-5.5,-5.22859664,0.483627408
19,BA1 WM17,-5.5,-5.21904971,0.495132564
19,BA1 WM18,-4.0,-3.46574316,0.506872894
19,BA1 WM19,1.5,0.971564953,0.498555088
19,BA1 WN13,-5.5,-5.32091449,0.483256358
19,BA1 WN14,-5.5,-5.34057125,0.486663927
19,BA1 WN15,-5.5,-5.25326256,0.501440853
19,BA1 WN16,-5.5,-5.29945265,0.485846049
19,BA1 WN17,-5.5,-5.01754297,0.514507562
19,BA1 WN18,-4.0,-3.60177727,0.496273594
19,BA1 WN19,1.5,1.04265051,0.506306735
19,BA1 WO14,-5.5,-5.04078112,0.498576869
19,BA1 WO15,-5.5,-5.17616127,0.499577621
19,BA1 WO16,-6.0,-5.3658421,0.511855298
19,BA1 WO17,-5.5,-5.35971903,0.486317533
19,BA1 WO18,-4.5,-3.85691052,0.512362132
19,BA1 WO19,1.5,0.89211036,0.490332379
19,BA1 WP15,-5.5,-5.27088206,0.494440663
19,BA1 WP16,-6.5,-6.13727119,0.48836703
19,BA1 WP17,-6.5,-6.04439173,0.498958538
19,BA1 WP18,-4.5,-4.17588127,0.490694149
19,BA1 WP19,1.0,0.82478006,0.516159219
19,BA1 WQ16,-6.5,-6.15492569,0.478764831
19,BA1 WQ17,-6.5,-6.21779451,0.477867064
19,BA1 WQ18,-4.5,-3.82212602,0.496248064
19,BA1 WQ19,1.0,0.872048892,0.516708826
19,BA1 WR17,-6.5,-5.8630592,0.50905744
19,BA1 WR18,-3.5,-2.98503242,0.488001918
19,BA1 WR19,2.0,1.45739948,0.497416072
19,BA1 WS18,-1.5,-1.09081217,0.492459545
19,BA1 WS19,2.0,1.48379976,0.513125194
19,BA1 WT19,6.5,6.1857704,0.494234907
19,BA2 BA3,1.5,0.852572334,0.482811034
19,BA2 BA4,3.0,2.35359297,0.499438583
19,BA2 BA5,3.0,2.28355227,0.495178082
19,BA2 BA6,3.0,2.21118845,0.48758282
19,BA2 BA7,3.0,2.29283913,0.496086214
19,BA2 BA8,3.0,2.34549532,0.503195706
19,BA2 BA9,3.0,2.28136775,0.49640721
19,BA2 BA10,3.0,2.27061208,0.4920877
19,BA2 BA11,3.0,2.13712888,0.482872343
19,BA2 BA12,3.0,2.05403032,0.479115255
19,BA2 BA13,2.5,2.00473961,0.517453691
19,BA2 BA14,3.0,2.29118527,0.497680164
19,BA2 BA15,3.0,2.48020782,0.501445608
19,BA2 BA16,3.0,2.28558474,0.491379212
19,BA2 BA17,2.5,1.94248092,0.504749136
19,BA2 BA18,2.0,1.47819869,0.515962999
19,BA2 BB1,1.5,1.08419368,0.509960768
19,BA2 BB2,4.0,3.2370176,0.477044598
19,BA2 BB3,6.0,6.508814,0.510842557
19,BA2 BB4,7.5,7.59484149,0.48082119
19,BA2 BB5,7.5,8.050377,0.514913823
19,BA2 BB6,7.5,7.73795388,0.488851985
19,BA2 BB7,7.5,7.94705795,0.493859058
19,BA2 BB8,7.5,8.01084472,0.506499151
19,BA2 BB9,7.5,8.03082279,0.504763579
19,BA2 BB10,7.5,7.96625006,0.499095152
19,BA2 BB11,7.5,7.88148512,0.491822819
19,BA2 BB12,7.5,7.94781818,0.492172295
19,BA2 BB13,7.5,8.07490039,0.509213762
19,BA2 BB14,8.0,8.37554716,0.493582371
19,BA2 BB15,8.0,8.54617159,0.503296012
19,BA2 BB16,8.0,8.22422128,0.504093118
19,BA2 BB17,7.0,7.56451745,0.513846191
19,BA2 BB18,5.5,5.88355067,0.51231873
19,BA2 BB19,2.0,1.494678,0.516269069
19,BA2 BC1,2.0,1.3027068,0.492826253
19,BA2 BC2,7.0,7.51282553,0.515879065
19,BA2 BC3,8.0,8.13882641,0.507358001
19,BA2 BC4,9.5,9.69463889,0.505920439
19,BA2 BC5,9.5,9.53989724,0.489782617
19,BA2 BC6,8.5,9.04470575,0.518154258
19,BA2 BC7,9.0,9.21412779,0.492930788
19,BA2 BC8,9.0,9.38235547,0.512866976
19,BA2 BC9,9.0,9.41384686,0.513436412
19,BA2 BC10,9.0,9.42286409,0.514850089
19,BA2 BC11,9.0,9.32113414,0.501181058
19,BA2 BC12,9.0,9.35094415,0.504429829
19,BA2 BC13,9.0,9.2826039,0.484079234
19,BA2 BC14,9.0,9.63338787,0.518475456
19,BA2 BC15,10.0,10.0810772,0.504459866
19,BA2 BC16,10.5,10.316653,0.482606309
19,BA2 BC17,10.0,10.1724422,0.50975293
19,BA2 BC18,7.0,7.55091512,0.510880236
19,BA2 BC19,2.5,1.94515366,0.505648525
19,BA2 BD1,2.5,1.85128665,0.502215718
19,BA2 BD2,7.0,7.53168751,0.515849227
19,BA2 BD3,10.0,10.0357581,0.499876025
19,BA2 BD4,10.0,10.2407072,0.516783291
19,BA2 BD5,9.5,9.63346051,0.490783338
19,BA2 BD6,9.0,9.46413139,0.503578563
19,BA2 BD7,9.5,9.60605475,0.489106655
19,BA2 BD8,9.5,9.58756913,0.489675916
19,BA2 BD9,9.5,9.54027071,0.485989312
19,BA2 BD10,9.0,9.4973797,0.518213099
19,BA2 BD11,9.0,9.3682521,0.501301413
19,BA2 BD12,9.0,9.28616326,0.501759554
19,BA2 BD13,9.0,9.39737377,0.505017193
19,BA2 BD14,9.0,9.4640641,0.513653976
19,BA2 BD15,10.0,10.0771293,0.511129668
19,BA2 BD16,10.5,10.3301469,0.481233211
19,BA2 BD17,10.5,10.3039848,0.480410346
19,BA2 BD18,8.0,8.21731678,0.504674364
19,BA2 BD19,3.0,2.34247503,0.498260546
19,BA2 BE1,3.0,2.14905295,0.484848177
19,BA2 BE2,7.5,7.93869978,0.492353389
19,BA2 BE3,9.5,9.56747285,0.488783168
19,BA2 BE4,9.5,9.74626346,0.501401454
19,BA2 BE5,9.0,9.36060258,0.50232361
19,BA2 BE6,8.5,9.21809531,0.513363986
19,BA2 BE7,9.0,9.31322295,0.489555467
19,BA2 BE8,9.0,9.36209496,0.500493947
19,BA2 BE9,9.0,9.35683436,0.494988782
19,BA2 BE10,9.0,9.31631846,0.490680355
19,BA2 BE11,9.0,9.31392757,0.487759636
19,BA2 BE12,9.0,9.30117109,0.483356916
19,BA2 BE13,9.0,9.20360346,0.486887179
19,BA2 BE14,9.0,9.21990519,0.488609552
19,BA2 BE15,9.0,9.29567929,0.49402183
19,BA2 BE16,10.0,10.2514316,0.509822422
19,BA2 BE17,10.0,10.0316714,0.498637544
19,BA2 BE18,8.0,8.54017896,0.499453995
19,BA2 BE19,3.0,2.46420022,0.501586529
19,BA2 BF1,3.0,2.19466902,0.486567714
19,BA2 BF2,7.5,7.7867392,0.488387681
19,BA2 BF3,8.5,9.13883429,0.519490694
19,BA2 BF4,9.0,9.5026337,0.511209415
19,BA2 BF5,9.0,9.20147644,0.482906733
19,BA2 BF6,8.5,8.95970534,0.496485019
19,BA2 BF7,9.0,9.32514527,0.49184536
19,BA2 BF8,9.0,9.38016989,0.500906235
19,BA2 BF9,9.0,9.41578911,0.499077146
19,BA2 BF10,9.0,9.43306241,0.494949046
19,BA2 BF11,9.0,9.40961559,0.495041987
19,BA2 BF12,9.0,9.40064909,0.489143225
19,BA2 BF13,9.0,9.37662068,0.494428393
19,BA2 BF14,8.5,9.20400717,0.519180073
19,BA2 BF15,9.0,9.196077,0.484392753
19,BA2 BF16,9.0,9.41250935,0.508710969
19,BA2 BF17,9.0,9.55448031,0.518860365
19,BA2 BF18,8.0,8.22608278,0.483155372
19,BA2 BF19,3.0,2.27025472,0.491415683
19,BA2 BG1,3.0,2.39900673,0.502747081
19,BA2 BG2,7.5,8.03007405,0.49793617
19,BA2 BG3,9.0,9.31063892,0.501163676
19,BA2 BG4,9.5,9.72437147,0.500334981
19,BA2 BG5,9.0,9.20890853,0.484599748
19,BA2 BG6,9.0,9.31233406,0.49274223
19,BA2 BG7,9.0,9.43756374,0.502465079
19,BA2 BG8,9.0,9.45916718,0.501642184
19,BA2 BG9,9.0,9.47142833,0.502282844
19,BA2 BG10,9.0,9.48021028,0.499395746
19,BA2 BG11,9.0,9.4576284,0.495126708
19,BA2 BG12,9.0,9.42961323,0.494538539
19,BA2 BG13,9.0,9.44229978,0.493376514
19,BA2 BG14,9.0,9.34788136,0.490877354
19,BA2 BG15,8.5,9.16496194,0.51447384
19,BA2 BG16,9.0,9.32799586,0.495371964
19,BA2 BG17,8.5,9.21271273,0.516433918
19,BA2 BG18,7.5,7.99406951,0.505430633
19,BA2 BG19,2.5,1.98732096,0.511027255
19,BA2 BH1,3.0,2.39565366,0.50426733
19,BA2 BH2,7.5,8.1277716,0.515644169
19,BA2 BH3,9.5,9.50417312,0.481677758
19,BA2 BH4,9.5,9.60900064,0.492971945
19,BA2 BH5,9.0,9.40866802,0.502616721
19,BA2 BH6,9.0,9.42155722,0.499890233
19,BA2 BH7,9.0,9.47488683,0.503162134
19,BA2 BH8,9.0,9.47712736,0.503734558
19,BA2 BH9,9.0,9.50278476,0.503796667
19,BA2 BH10,9.0,9.49175227,0.501589071
19,BA2 BH11,9.0,9.45714655,0.496563103
19,BA2 BH12,9.0,9.445365,0.493789458
19,BA2 BH13,9.0,9.42216826,0.491177233
19,BA2 BH14,9.0,9.33674278,0.485438249
19,BA2 BH15,8.5,9.2497401,0.5164921
19,BA2 BH16,9.0,9.24254143,0.495369119
19,BA2 BH17,9.0,9.27243675,0.495155376
19,BA2 BH18,7.5,7.8712233,0.491736462
19,BA2 BH19,2.5,2.03185127,0.518638842
19,BA2 BJ1,3.0,2.3079412,0.498635028
19,BA2 BJ2,7.5,8.0519769,0.508260053
19,BA2 BJ3,9.0,9.49497957,0.5195423
19,BA2 BJ4,9.5,9.61938157,0.486306707
19,BA2 BJ5,9.0,9.42043735,0.498789305
19,BA2 BJ6,9.0,9.44493172,0.501698555
19,BA2 BJ7,9.0,9.50461049,0.501698345
19,BA2 BJ8,9.0,9.5247363,0.50304113
19,BA2 BJ9,9.0,9.51774191,0.501450028
19,BA2 BJ10,9.0,9.49694715,0.499408579
19,BA2 BJ11,9.0,9.48422593,0.494143594
19,BA2 BJ12,9.0,9.44185275,0.490812893
19,BA2 BJ13,9.0,9.39063999,0.487714036
